,link_sp,product_info_id,group_product_name,product_code,product_name,short_description,product_info,specification_backup,non_vat_price_1,vat_price_1,commission_1
11,/opt/upload/kcs//input/mobile_images/2024/3/11/479/đèn năng lượng mặt trời aiosmart ap 200.png,509162,đèn năng lượng mặt trời,smden000097,bộ đèn pha năng lượng mặt trời aio smart. công suất 200w. bảo hành 24 tháng,"đèn năng lượng mặt trời cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• đèn pha năng lượng mặt trời có tính linh động cao, lắp được nhiều vị trí.

• remote đa chức năng đi kèm giúp quá trình sử dụng đèn đơn giản hơn. ngoài khả năng auto, vận hành tự động như các mẫu đèn pha năng lượng mặt trời khác thì bạn còn có thể chủ động bật/tắt thủ công, hẹn giờ và tăng giảm độ sáng cho đèn tuỳ theo nhu cầu sử dụng của gia đình.

• sở hữu chip led smd hiện đại giúp đèn hoạt động hiệu quả trong thời gian dài với tuổi thọ cao lên tới 50.000 giờ (tương đương 12 năm sử dụng).

• dung lượng pin lưu trữ lên đến 3.2v 36.000mah nên đến có thể hoạt động hiệu quả trong thời gian dài lên đến 10-12 tiếng nếu nạp đủ năng lượng.","• công suất định mức: 200w
• công suất tấm pin nlmt: polycrystal 6v/25w
• pin lưu trữ: 3.2v/36.000mah lifepo4
• chip led: smd
• quang thông: 1650lm
• tuổi thọ: 50.000 giờ
• cấp bảo vệ: ip 67; ik08
• chống sét: tvs
• độ hoàn màu (cri): ≥70ra
• nhiệt độ màu: 6500k
• nhiệt độ làm việc:-10oc ~ 45oc
• chế độ điều khiển: tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + có điều khiển từ xa
• kích thước đèn: 29.5 x 23.8 x 7.8 cm
• kích tấm pin: 53 x 35 x 1.5 cm
• thời gian sạc: 6h-8h
• số giờ chiếu sáng của bộ đèn: 10h-12h liên tục
• bảo hành: 18 tháng",1361200,1497320,13612
12,/opt/upload/kcs//input/mobile_images/2023/12/28/301/nồi cơm điện_tử  kalite kl-619.png,509173,nồi cơm điện,m&egd000164,"nồi cơm điện kalite kl-619, dung tích 1,8 lít","nồi cơm điện cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• nấu cơm ngon hơn với công nghệ đặc biệt của hàn quốc.

• với nhiệt lượng lan tỏa từ dưới đáy, xung quanh thân và trên nắp nồi cùng lúc, hạt cơm được chín đều từ ngoài vào trong một cách từ từ, và hạt cơm được ngon hơn giúp hạn chế tối đa tình trạng cơm nửa sống nửa chín, bị nhão, nát hay cháy khét.

• công nghệ này còn có khả năng giữ ấm lâu, sau khi cơm được nấu chín, nhiệt lượng vẫn còn lưu giữ lại trong nồi ngay cả khi bạn đã rút phích cắm điện ra. nhờ đó, cơm nóng ngon lâu đồng thời tiết kiệm điện năng tối đa cho gia đình bạn.","• thương hiệu: kalite
• màu sắc: xanh lá đậm
• dung tích: 1.8l
• công suất: 700w
• điện áp: 220v / 50hz
• bảng điều khiển: nút bấm
• màn hình hiển thị: đèn led
• trọng lượng cả bao bì: 4 kg
• phụ kiện đi kèm: thìa xới cơm (1), khay hấp (1), cốc đong gạo (1)",692500,761750,6925
13,/opt/upload/kcs//input/mobile_images/2023/12/28/859/nồi cơm điện_tử  kalite kl-620.png,509174,nồi cơm điện,m&egd000158,"nồi cơm điện tử kalite kl-620, dung tích 1,8 lít","nồi cơm điện cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• nồi cơm điện tử đa năng kalite kl-620 là sản phẩm không thể thiếu trong mỗi gia đình, hỗ trợ nấu cơm ngon, nhanh chóng, tiết kiệm thời gian và điện năng hơn 15% so với các loại nồi thông thường.

• nồi cơm điện kalite kl-620 sở hữu đa dạng các chế độ nấu, rút ngắn tới 10% thời gian nấu, mang đến cho gia đình những hạt cơm mềm dẻo, trọn vẹn dưỡng chất, an toàn cho sức khỏe.

• ngoài ra, nồi còn sở hữu các tính năng hẹn giờ, giữ ấm lên tới 24 tiếng, phù hợp với những người bận rộn, quỹ thời gian nấu nướng hẹp.","• thương hiệu: kalite
• màu sắc: 2 màu bạc và nâu
• chất liệu: thân inox
• dung tích: 1.8l
• điện áp: 220v/50hz
• công suất: 860w
• bảng điều khiển: nút điện tử tiếng việt
• xuất xứ thương hiệu: việt nam
• phụ kiện: dây nguồn, sách hdsd, muôi xới cơm. thìa canh, cốc đong, khay hấp",902100,992310,9021
14,/opt/upload/kcs//input/mobile_images/2023/12/28/171/đèn năng lượng  mặt trời chống loá smsmh000051.png,509175,đèn năng lượng mặt trời,smsmh000051,đèn nlmt rời thể chống lóa 300w (nhôm) smsmh000051,"đèn năng lượng mặt trời cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• đèn nlmt rời thể chống loá 50w là sản phẩm đèn năng lượng mặt trời cao cấp phù hợp sử dụng trong nhà, cải tiến chất lượng ánh sáng không sợ chói mắt ảnh hưởng đến thị lực và hoàn toàn thay thế được các dòng đèn điện hiện nay.","• công suất định mức: 300w
• kích thước thân đèn: 360mm * 290mm * 80mm
• kích thước bảng điều khiển: 350mm * 700mm * 17mm
• bảng điều khiển: bảng điều khiển năng lượng mặt trời đa tinh thể 6v / 35w
• loại pin: lithium iron phosphate 32650 / 3.2v 30000mah
• diện tích sử dụng đề xuất: 200m2 – 300m2
• cấu hình sản phẩm: khung lắp hình chữ u, điều khiển từ xa, có cáp chống nước 5 mét, vít lắp
• thời gian chiếu sáng: 12 giờ
• thời gian sạc: 6-8 giờ
• tiêu chuẩn bảo vệ chống nước: ip67
• nhiệt độ màu: 6.500k
• led loại mắt: smd 2835-240pcs
• chức năng sản phẩm: cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.",1104100,1214510,11041
15,/opt/upload/kcs//input/mobile_images/2023/12/28/446/ấm đun nước bluestone  ktb-3417.png,509288,bình đun nước,m&ead100002,"ấm đun nước bluestone ktb-3417 1,7 lít 2200w","bình đun nước cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• bình đun siêu tốc bluestone màu đen sang trọng, dung tích 1.7 lít tiện dùng cho nhu cầu sử dụng thường nhật tại gia đình.

• công suất 1850-2200w đun nước nhanh sôi, sau 5-7 phút nước nóng sẵn sàng cho nhu cầu sử dụng.

• vỏ bình bằng nhựa cao cấp không chứa bpa độc hại, nấu nước an toàn. mâm nhiệt bằng inox 304 gia nhiệt nhanh, dùng bền, nấu an toàn, dễ vệ sinh.

• miệng bình có lưới lọc cặn tăng hiệu quả giữ vệ sinh cho nước sử dụng trong bình, tránh côn trùng xâm nhập.

• điều khiển nút nhấn kèm đèn báo hiệu dễ dùng, tiện quan sát.

• cột hiển thị mực nước hỗ trợ theo dõi nước sử dụng trong bình, tiện châm nước.

• đế tiếp điện xoay 360 độ dễ đặt nhấc bình lên xuống.

• bình tự ngắt khi nước sôi hay khi bình cạn nước dùng an toàn, tránh chập cháy hư hại.","• công suất: 1850-2200w
• dung tích: 1.7 lít
• chất liệu ruột bình: nhựa pp (không chứa bpa)
• chất liệu vỏ bình: nhựa pp
• đế tiếp điện: strix
• thương hiệu của: singapore
• chế độ an toàn: tự ngắt khi nước sôi và khi cạn nước
• tiện ích: lọc bã trà; cột hiển thị mực nước; đèn hoạt động; đế xoay 360 độ",434000,477400,4340
16,/opt/upload/kcs//input/mobile_images/2023/12/28/154/nồi cơm điện_tử  kalite kl-618.png,509172,nồi cơm điện,m&egd000167,"nồi cơm điện kalite kl-618, dung tích 1,8 lít","nồi cơm điện cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• nồi cơm điện kalite kl-618 đa chức năng trong một thiết bị, thay thế lượng lớn thiết bị trong nhà, thích hợp để nấu cơm và giữ ấm, nấu súp, hầm và thậm chí là hấp thịt và rau.

• nấu cơm ngon hơn với công nghệ đặc biệt của hàn quốc. với nhiệt lượng lan tỏa từ dưới đáy, xung quanh thân và trên nắp nồi cùng lúc, hạt cơm được chín đều từ ngoài vào trong một cách từ từ, và hạt cơm được ngon hơn giúp hạn chế tối đa tình trạng cơm nửa sống nửa chín, bị nhão, nát hay cháy khét. công nghệ này còn có khả năng giữ ấm lâu, sau khi cơm được nấu chín, nhiệt lượng vẫn còn lưu giữ lại trong nồi ngay cả khi bạn đã rút phích cắm điện ra. nhờ đó, cơm nóng ngon lâu đồng thời tiết kiệm điện năng tối đa cho gia đình bạn.

• thiết kế sang trọng độc đáo. 
+ nồi có thiết kế nhỏ gọn với tông màu xanh đen tạo nên vẻ độc đáo mà sang trọng phù hợp với mọi gian bếp gia đình.
+ thân nồi được thiết kế bằng inox và nhựa abs cách nhiệt cao cấp, siêu bền chịu lực và nhiệt tốt
+ hai lớp vung nồi giúp giữ nhiệt lâu hơn
+ đai giữ nhiệt liên tục trong 8 giờ
+ lòng nồi được làm từ hợp kim nhôm, phủ lớp chống dính teflon cao cấp bền đẹp, chịu được nhiệt độ cao, không phát sinh các khí độc hại trong quá trình sử dụng, không chứa các độc tố gây hại cho sức khỏe. lòng nồi được thiết kế dạng niêu đất, tạo dòng sôi tuần hoàn giúp cơm chín đều và ngon hơn.
+ mâm nhiệt cong cao cấp có đường kính lớn toả nhiệt đều giúp cơm chín nhanh hơn với công suất 700w.
+ sử dụng tiện lợi chỉ với 1 nút nhấn cho 2 chế độ nấu chín và giữ nhiệt bảng hiển thị đèn led rõ ràng sắc nét
+ tự chuyển đổi qua chế độ hâm nóng khi cơm chín
+ nắp ngăn tụ nước thiết kế trong suốt dễ dàng quan sát mực nước bên trong. dễ dang kiểm soát mực nước tụ đọng sau mỗi lần nấu để đổ và làm sách ngăn tụ dễ dàng.
+ dễ dàng vệ sinh. với lòng nồi phủ chống dính 2 mặt teflon giúp việc vệ sinh nồi 1 cách dễ dàng. chúng ta có thể rửa bằng tay hoặc sử dụng máy rửa bát, rất tiện lợi, dễ dàng, nhanh chóng.","• thương hiệu: kalite
• màu sắc: xanh lá đậm
• dung tích: 1.8l
• công suất: 700w
• điện áp: 220v/50hz
• bảng điều khiển: nút bấm
• màn hình hiển thị: đèn led
• kích thước: 320 x 330 x 320 mm
• trọng lượng tịnh: 3.48 kg
• trọng lượng cả bao bì: 3.9 kg
• phụ kiện đi kèm: thìa xới cơm (1), khay hấp (1), cốc đong gạo (1)",571100,628210,5711
17,/opt/upload/kcs//input/mobile_images/2023/12/28/686/máy nước nóng  năng lượng mặt trời empire.png,509171,máy lọc nước,m&egd000224,máy nlmt empire 180 lít titan m&egd000224,"máy lọc nước cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• máy nước nóng năng lượng mặt trời empire tận dụng khả năng hấp thụ nhiêt của ống chân không.

• nguyên lý hấp thụ bức xạ mặt trời thành nhiệt năng, dựa trên các đặc điểm nước lạnh có trọng lượng riêng lớn hơn sẽ chảy xuống dưới và nước nóng có trọng lượng riêng nhỏ hơn sẽ nổi lên trên trong các ống chân không.

• do quá trình đối lưu nhiệt, nước tại bình bảo ôn sẽ tăng nhiệt độ lên, quá trình này diễn ra liên tục cho đến khi nhiệt độ trong bình bằng với nhiệt độ của ống thu nhiệt.

• sau khi nước trong bình được làm nóng sẽ giữ nhiệt từ 72-96h nhờ vào lớp from bảo ôn, khi sử dụng nước nóng, nước lạnh sẽ tiếp tục được cấp vào bằng với số nước nóng được lấy ra và làm giảm nhiệt độ trong bình và quá trình đối lưu để làm nóng được diễn ra liên tục.","• thương hiệu: empire
• số ống: 18 ống
• dung tích: 180 lít
• bình bảo ôn: chất liệu inox 304
• vỏ bảo ôn: chất liệu inox
• lớp foam giữ nhiệt: polyurethane độ dày 50mm được phun áp lực cao giúp bình giữ nhiệt lên đến 71 giờ.
• khung đỡ: chất liệu inox
• số người sử dụng: 5-6 người
• sản xuất theo công nghệ tiêu chuẩn mỹ.
• hướng lắp đặt: hướng nam
• nguồn nước sử dụng: nước đã qua xử lý và không bị nhiễm phèn.",5002900,5503190,50029
18,/opt/upload/kcs//input/mobile_images/2023/12/28/149/đèn năng lượng  mặt trời bàn chải rời smsmh000041.png,509176,đèn năng lượng mặt trời,smsmh000041,đèn nlmt bàn chải rời thể 200w (nhôm) smsmh000041,"đèn năng lượng mặt trời cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• đèn nlmt bàn chải rời thể 200w là thiết bị đèn cao cấp giúp quý khách hàng tiết kiệm được rất nhiều chi phí tiền điện mỗi tháng. đèn sử dụng bóng đèn led, ánh sáng phát ra không chứa các tia tử ngoại, tia cực tím, an toàn cho môi trường và con người.","• công suất định mức: 200w
• kích thước thân đèn: 495mm * 210mm * 70mm
• kích thước bảng điều khiển: 600mm * 350mm * 17mm
• bảng điều khiển: bảng điều khiển nlmt đa tinh thể 6v / 25w
• loại pin: lithium sắt phosphate 32650 / 3.2v 25000mah
• diện tích sử dụng đề xuất: 200m2 – 300m2
• cấu hình sản phẩm: điều khiển từ xa, cáp chống thấm 1,2m, vít lắp, cán đèn, cột đèn, khung bảng quang điện
• thời gian chiếu sáng: 12 giờ
• thời gian sạc: 6-8 giờ
• tiêu chuẩn bảo vệ chống nước: ip67
• nhiệt độ màu: 6.500k
• led loại mắt: smd 5730-360pcs
• chức năng sản phẩm: cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.",941100,1035210,9411
19,/opt/upload/kcs//input/mobile_images/2023/12/28/535/đèn led năng lượng mặt trời suntek.png,509179,đèn năng lượng mặt trời,smdmt000022,đèn pha năng lượng mặt trời suntek led solar 500w,"đèn năng lượng mặt trời cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• sử dụng chiếu sáng như đèn sân vườn cho biệt thự, đèn đường, đèn chiếu, trong nhà, hội trường, trang trại, xưởng sản xuất, đèn cho các khu đất rộng, khu vườn, khu ao, vuông tôm...

• đèn tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng.

• chế độ sáng thông minh khi ít điện hoặc mưa liên tục sẽ giảm điện tiêu thụ về đêm khuya để tiết kiệm điện.","• công suất định mức: 500w
• bảng điều khiển năng lượng mặt trời: polycrystal 6v/50w
• nhiệt độ làm việc:-20c ~ 65c
• nhiệt độ màu: 6500k
• chế độ điều khiển: tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + có điều khiển từ xa.
• lớp chống thấm nước: ip-67
• chống sét tvs
• thời gian sạc: 7-8h
• thời gian chiếu sáng: 16-18h liên tục
• pin: 3.2v/72.000mah lifepo4
• kích thước đèn: 43 x 9 x 36.5 cm (dxrxc)
• kích thước tấm năng lượng mặt trời: 67 x 53 x 2.5cm (dxrxc)
• cân nặng: 9kg",2027600,2230360,20276
20,/opt/upload/kcs//input/mobile_images/2024/2/20/75/rp300-rmk.png,509182,đèn năng lượng mặt trời,smden000081,"đèn pha led năng lượng mặt trời suntek rp-300, công suất 300w","đèn năng lượng mặt trời cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• đèn pha chống lóa năng lượng mặt trời suntek rp300w có kiểu dáng thời trang, thiết kế hiện đại giúp bạn có thêm một vật dụng rất hữu ích.

• đèn sử dụng bóng đèn led nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 10-12 giờ đồng hồ.

• đây sẽ là sản phẩm thiết yếu đối với mỗi gia đình, doanh nghiệp nhất là những nơi hay mất điện hoặc nhưng vị trí không thể hoặc khó để kéo nguồn điện.","• công suất định mức: 300w
• bảng điều khiển năng lượng mặt trời: polycrystal 6/35w
• nhiệt độ làm việc:-20c ~ 65c
• nhiệt độ màu: 6500k
• chế độ điều khiển: tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + có điều khiển từ xa.
• lớp chống thấm nước: ip-67
• chống sét tvs
• thời gian chiếu sáng: 10-12h liên tục
• pin: 42.000mah lifepo4",1030200,1133220,10302
21,/opt/upload/kcs//input/mobile_images/2023/12/28/479/đèn năng lượng  mặt trời suntek rv-400.png,509186,đèn năng lượng mặt trời,smden000086,"đèn đường năng lượng mặt trời suntek rv-400, công suất 400w","đèn năng lượng mặt trời cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• sử dụng chiếu sáng như đèn sân vườn cho biệt thự, hộ gia đình, đèn đường, đèn cột, đèn chiếu, đèn cho các khu đất rộng, khu vườn, khu ao, vuông tôm...

• đèn tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng. chế độ sáng thông minh khi ít điện hoặc mưa liên tục sẽ giảm điện tiêu thụ về đêm khuya để tiết kiệm điện.

• đèn năng lượng mặt trời suntek rv400w có kiểu dáng thời trang, thiết kế hiện đại giúp bạn có thêm một vật dụng rất hữu ích.

• đèn sử dụng bóng đèn led nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 10-12 giờ đồng hồ.

• đây sẽ là sản phẩm thiết yếu đối với mỗi gia đình, doanh nghiệp nhất là những nơi hay mất điện hoặc nhưng vị trí không thể hoặc khó để kéo nguồn điện.","• công suất định mức: 400w
• tấm pin năng lượng mặt trời: polycrystal 6v/25w
• nhiệt độ làm việc:-20c ~ 65c
• nhiệt độ màu: 6500k
• tuổi thọ bóng đèn led: 50.000 giờ
• chế độ điều khiển: tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + có điều khiển từ xa.
• lớp chống thấm nước: ip-67
• chống sét tvs
• thời gian chiếu sáng: 10-12h liên tục
• pin: 36.000mah lifepo4
• kích thước: 34.5 x 7 x 60 cm
• cân nặng: 3.7kg",975400,1072940,9754
22,/opt/upload/kcs//input/mobile_images/2023/12/28/537/đèn năng lượng  mặt trời suntek rv-500.png,509187,đèn năng lượng mặt trời,smden000087,"đèn đường năng lượng mặt trời suntek rv-500, công suất 500w","đèn năng lượng mặt trời cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• sử dụng chiếu sáng như đèn sân vườn cho biệt thự, hộ gia đình, đèn đường, đèn cột, đèn chiếu, đèn cho các khu đất rộng, khu vườn, khu ao, vuông tôm...

• đèn tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng. chế độ sáng thông minh khi ít điện hoặc mưa liên tục sẽ giảm điện tiêu thụ về đêm khuya để tiết kiệm điện.

• đèn năng lượng mặt trời suntek rv500w có kiểu dáng thời trang, thiết kế hiện đại giúp bạn có thêm một vật dụng rất hữu ích. 

• đèn sử dụng bóng đèn led nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 10-12 giờ đồng hồ. đây sẽ là sản phẩm thiết yếu đối với mỗi gia đình, doanh nghiệp nhất là những nơi hay mất điện hoặc nhưng vị trí không thể hoặc khó để kéo nguồn điện.","• công suất định mức: 500w
• tấm pin năng lượng mặt trời: polycrystal 6v/30w
• nhiệt độ làm việc:-20c ~ 65c
• nhiệt độ màu: 6500k
• tuổi thọ bóng đèn led: 50.000 giờ
• chế độ điều khiển: tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + có điều khiển từ xa.
• lớp chống thấm nước: ip-67
• chống sét tvs
• thời gian chiếu sáng: 10-12h liên tục
• pin: 42.000mah lifepo4
• kích thước: 34.5 x 7 x 67.5 cm
• cân nặng: 4.3kg",1085000,1193500,10850
23,/opt/upload/kcs//input/mobile_images/2023/12/28/267/đèn năng lượng  mặt trời suntek rd-100.png,509188,đèn năng lượng mặt trời,smden000088,"đèn đường năng lượng mặt trời suntek rd-100, công suất 100w","đèn năng lượng mặt trời cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• sử dụng chiếu sáng như đèn đường, đèn chiếu sáng công cộng, đèn cho các khu trang trại, sân vườn,…

• đèn tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng.

• đèn đường năng lượng mặt trời suntek rd100 có kiểu dáng thời trang, thiết kế hiện đại.

• đèn sử dụng chip led nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 10-12 giờ đồng hồ. đây sẽ là sản phẩm dành cho các công trình, dự án chiếu sáng công cộng.","• công suất định mức: 100w
• bảng điều khiển năng lượng mặt trời: polycrystal 6v/20w
• nhiệt độ làm việc:-20c ~ 65c
• chế độ điều khiển: tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + có điều khiển từ xa.
• lớp bảo vệ: ip67; ik08
• chống sét tvs
• thời gian chiếu sáng: 10-12h liên tục
• pin: 3.2v/24.000mah lifepo4
• kích thước đèn: 21 x 9 x 50cm(dxrxc)
• kích thước tấm năng lượng mặt trời: 45 x 1.5 x 35cm (dxrxc)",800100,880110,8001
24,/opt/upload/kcs//input/mobile_images/2023/12/28/26/đèn năng lượng  mặt trời suntek rd-200.png,509189,đèn năng lượng mặt trời,smden000089,"đèn đường năng lượng mặt trời suntek rd-200, công suất 200w","đèn năng lượng mặt trời cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• sử dụng chiếu sáng như đèn đường, đèn chiếu sáng công cộng, đèn cho các khu trang trại, đèn cho công viên, sân vườn,…

• đèn tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng.

• đèn đường năng lượng mặt trời suntek rd200 có kiểu dáng thời trang, thiết kế hiện đại.

• đèn sử dụng chip led nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 10-12 giờ đồng hồ. đây sẽ là sản phẩm dành cho các công trình, dự án chiếu sáng công cộng.","• công suất định mức: 200w
• bảng điều khiển năng lượng mặt trời: polycrystal 6v/25w
• nhiệt độ làm việc:-20c ~ 65c
• chế độ điều khiển: tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + có điều khiển từ xa.
• lớp bảo vệ: ip67; ik08
• chống sét tvs
• thời gian chiếu sáng: 10-12h liên tục
• pin: 3.2v/30.000mah lifepo4
• kích thước đèn: 21 x 9 x 50cm(dxrxc)
• kích thước tấm năng lượng mặt trời: 53 x 1.5 x 35cm (dxrxc)",942600,1036860,9426
25,/opt/upload/kcs//input/mobile_images/2023/12/28/682/đèn cao áp năng lượng mặt trời suntek sp-s30.png,509191,đèn năng lượng mặt trời,smden000091,"đèn cao áp năng lượng mặt trời suntek sp-s30, công suất 30w","đèn năng lượng mặt trời cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• đèn cao áp năng lượng mặt trời suntek sps30 được sử dụng để chiếu sáng như đèn đường, đèn chiếu sáng công cộng, đèn cho các khu công nghiệp, đèn sân vườn cho resort biệt thự, khu đất rộng, khu vườn…

• đèn cao áp năng lượng mặt trời suntek sps30 tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng. chế độ sáng thông minh khi ít điện hoặc mưa liên tục sẽ giảm điện tiêu thụ về đêm khuya để tiết kiệm điện.

• đèn cao áp năng lượng mặt trời suntek sps30 có kiểu dáng thời trang, thiết kế hiện đại sử dụng 100% năng lượng mặt trời tối ưu cho chủ đầu tư về thẩm mỹ và chi phí.

• đèn sử dụng bóng đèn led nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 20-22 giờ đồng hồ. đây sẽ là sản phẩm dành cho các dự án chiếu sáng công cộng.","• công suất tiêu thụ: 30w
• chip: led philips
• bảng điều khiển năng lượng mặt trời: polycrystal 110w
• nhiệt độ làm việc:-20c ~ 65c
• chế độ điều khiển: tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng.
• lớp bảo vệ: ip67;ik08
• chống sét tvs
• thời gian chiếu sáng: 20-22h liên tục
• bộ lưu trữ: 3.2v/120ah lifepo4 32700 date 2022 (mppt solar charge controller with-up led driver, bms)
• kích thước đèn: 25.5 x 10 x 60cm(dxrxc)
• kích thước tấm năng lượng mặt trời: 67 x 3 x 108cm (dxrxc)",3836000,4219600,38360
